uid,name,revision,origin,playerid,overallrating,preferredposition1,preferredposition2,preferredposition3,preferredposition4,trait1,trait2,icontrait1,icontrait2,role1,role2,role3,role4,role5,skillmoves,weakfootabilitytypecode,acceleration,sprintspeed,agility,balance,jumping,stamina,strength,reactions,aggression,composure,interceptions,positioning,vision,ballcontrol,crossing,dribbling,finishing,freekickaccuracy,headingaccuracy,longpassing,shortpassing,defensiveawareness,shotpower,longshots,standingtackle,slidingtackle,volleys,curve,penalties,gkdiving,gkhandling,gkkicking,gkreflexes,gkpositioning
17813,Lou Bogaert,Gold Non-rare,N/A,269972,79,7,-1,-1,-1,0,0,0,0,9,0,0,0,0,2,3,76,77,72,71,83,66,68,77,57,60,75,44,54,80,73,75,48,41,79,78,81,76,72,78,81,79,41,64,43,10,10,10,10,10
17814,Leon Bailey,Gold Rare,N/A,229906,79,12,-1,-1,-1,33554432,0,0,0,26,0,0,0,0,3,2,91,84,91,88,75,64,61,77,55,73,28,76,75,81,75,85,76,72,57,65,75,45,72,65,34,29,73,76,71,10,10,10,10,10
17815,Viktor Tsygankov,Gold Non-rare,N/A,244369,79,12,-1,-1,-1,34603008,0,0,0,25,33,36,0,0,3,4,82,82,81,72,62,75,52,76,63,75,43,75,78,79,80,78,74,74,45,76,80,48,77,76,39,37,72,79,81,10,10,10,10,10
17816,Iliman Ndiaye,Gold Rare,N/A,261188,79,16,-1,-1,-1,1048576,0,0,0,30,0,0,0,0,3,4,83,85,84,77,75,71,65,79,47,82,49,79,74,83,70,86,78,55,59,58,75,44,76,58,28,26,71,68,80,10,10,10,10,10
17817,Sofia Cantore,Gold Non-rare,N/A,266996,79,23,-1,-1,-1,2,0,0,0,35,0,0,0,0,2,3,77,80,74,65,76,63,68,77,60,73,50,77,75,83,76,79,84,58,67,57,82,30,73,57,42,34,71,54,62,10,10,10,10,10
17818,Cornelia Kramer,Gold Non-rare,N/A,73014,79,25,-1,-1,-1,0,0,0,0,42,0,0,0,0,1,2,81,81,73,63,85,74,74,78,68,74,37,83,53,79,49,75,82,65,72,48,73,34,81,48,64,39,73,38,78,10,10,10,10,10
17819,Nordi Mukiele,Gold Non-rare,N/A,226166,79,3,-1,-1,-1,262144,0,0,0,5,48,0,0,0,2,3,76,69,65,65,78,68,79,76,83,71,81,60,64,74,71,70,40,33,73,69,71,80,67,69,81,85,39,68,45,10,10,10,10,10
17820,Jun Endo,Gold Non-rare,N/A,247811,79,16,-1,-1,-1,16777216,0,0,0,27,0,0,0,0,3,3,77,78,76,74,71,80,70,76,35,72,47,85,78,80,70,79,74,62,51,70,79,43,74,70,43,42,71,69,70,10,10,10,10,10
17821,Maxence Lacroix,Gold Rare,N/A,244067,79,5,-1,-1,-1,17408,0,0,0,12,0,0,0,0,1,2,82,93,64,56,83,77,84,80,81,75,82,32,55,69,35,66,29,26,75,72,71,80,75,72,80,78,28,45,38,10,10,10,10,10
17822,Celin Bizet,Gold Rare,N/A,264896,79,12,-1,-1,-1,2166912,0,0,0,26,37,43,0,0,3,3,85,83,81,81,64,69,67,73,65,71,36,75,75,79,79,79,76,47,31,73,78,37,69,73,41,30,62,65,63,10,10,10,10,10
17823,Jana Fernández Velasco,Gold Non-rare,N/A,268941,79,3,-1,-1,-1,67371008,0,0,0,6,13,0,0,0,1,3,70,71,65,65,78,75,72,78,74,71,80,53,72,77,66,60,52,48,72,68,81,80,60,68,81,79,40,45,51,10,10,10,10,10
17824,Juan Foyth,Gold Non-rare,N/A,237221,79,5,-1,-1,-1,268730368,0,0,0,48,4,0,0,0,2,3,67,68,67,69,83,68,77,78,80,68,79,62,66,75,73,69,43,47,78,69,79,79,56,69,81,80,43,61,47,10,10,10,10,10
17825,Marcin Bułka,Gold Rare,N/A,238186,79,0,-1,-1,-1,0,2,0,0,45,0,0,0,0,0,2,28,25,41,28,67,37,82,73,25,58,11,8,49,15,12,13,8,14,10,33,35,15,53,33,10,14,5,13,18,79,76,71,81,79
17826,Bafodé Diakité,Gold Rare,N/A,246565,79,5,-1,-1,-1,540688,0,0,0,48,0,0,0,0,1,4,66,77,69,65,86,78,79,78,81,76,77,64,59,74,67,68,41,36,84,65,73,77,62,65,81,80,39,52,48,10,10,10,10,10
17827,Idrissa Gueye,Gold Non-rare,N/A,193474,79,10,-1,-1,-1,851968,0,0,0,14,0,0,0,0,2,3,66,55,77,76,75,82,58,81,83,75,83,58,65,76,65,68,52,66,69,72,77,79,76,72,84,80,33,66,55,10,10,10,10,10
17828,Jhon Durán,Gold Non-rare,N/A,247172,79,25,-1,-1,-1,16,0,0,0,42,0,0,0,0,2,2,76,85,68,69,83,69,83,78,83,77,28,79,63,79,53,75,82,55,67,58,73,26,86,58,33,22,77,52,68,10,10,10,10,10
17829,Fábio Daniel Soares Silva,Gold Non-rare,N/A,252037,79,25,-1,-1,-1,0,0,0,0,44,39,0,0,0,3,3,79,83,79,69,89,83,77,78,77,76,18,81,69,81,45,79,80,46,80,70,75,32,79,70,28,26,75,52,75,10,10,10,10,10
17830,Luana Bertolucci Paixão,Gold Non-rare,N/A,253175,79,14,-1,-1,-1,1048576,0,0,0,18,0,0,0,0,2,4,35,62,65,60,54,65,65,74,66,78,70,78,80,86,75,84,72,63,52,77,84,64,74,77,70,65,47,51,67,10,10,10,10,10
17831,Marc Casadó Torras,Gold Non-rare,N/A,272600,79,10,-1,-1,-1,20971520,0,0,0,16,0,0,0,0,2,4,66,49,78,84,63,67,53,78,79,78,77,69,76,82,53,79,64,53,62,79,82,78,68,79,80,79,53,64,51,10,10,10,10,10
17832,Lizbeth Ovalle,Gold Non-rare,N/A,246059,79,16,-1,-1,-1,5242880,0,0,0,27,0,0,0,0,2,3,71,73,78,78,55,76,58,78,45,69,49,79,68,83,77,80,82,70,30,73,80,46,85,73,43,27,80,81,67,10,10,10,10,10
17833,Nathalie Björn,Gold Rare,N/A,247461,79,5,-1,-1,-1,65536,0,0,0,48,4,19,0,0,1,3,76,77,66,75,88,76,77,78,78,79,80,52,58,70,68,58,35,56,78,79,81,81,42,79,79,79,35,65,43,10,10,10,10,10
17834,Risa Shimizu,Gold Non-rare,N/A,245826,79,3,-1,-1,-1,65536,0,0,0,104,104,0,0,0,2,3,79,82,79,82,65,75,42,74,65,63,76,45,62,72,80,67,58,53,70,68,76,80,57,68,79,77,45,70,50,10,10,10,10,10
17835,Jordy Clasie,Gold Non-rare,N/A,199422,79,10,-1,-1,-1,16974848,0,0,0,16,20,0,0,0,2,3,46,46,69,85,53,68,71,77,75,80,78,64,78,78,75,73,54,68,34,86,84,77,78,86,75,73,70,75,62,10,10,10,10,10
17836,Eric Dier,Gold Non-rare,N/A,202335,79,5,-1,-1,-1,268435456,0,0,0,13,0,0,0,0,1,2,35,69,34,47,80,64,90,73,85,71,76,48,56,65,60,66,52,67,82,80,72,84,81,80,78,77,51,66,74,10,10,10,10,10
17837,Romée Leuchter,Gold Rare,N/A,267531,79,25,-1,-1,-1,1048832,0,0,0,43,39,0,0,0,2,4,84,81,76,68,83,71,69,79,68,68,21,84,61,81,67,80,83,78,71,53,75,25,79,53,24,23,70,68,69,10,10,10,10,10
17838,Eric García Martret,Gold Non-rare,N/A,245037,79,5,-1,-1,-1,132112,0,0,0,48,3,15,0,0,1,3,55,69,64,60,77,68,73,78,79,78,80,45,70,77,54,69,50,31,77,81,82,80,51,81,82,79,31,65,44,10,10,10,10,10
17839,Maika Hamano,Gold Non-rare,N/A,273520,79,18,-1,-1,-1,5243137,0,0,0,33,22,0,0,0,3,4,76,76,83,89,67,68,54,75,33,65,50,80,79,83,50,80,78,60,58,76,79,48,62,76,56,43,76,54,67,10,10,10,10,10
17840,Niclas Füllkrug,Gold Non-rare,N/A,205431,79,25,-1,-1,-1,16,0,0,0,41,0,0,0,0,2,4,53,60,51,61,86,55,86,80,82,79,24,82,76,77,65,74,81,68,87,59,77,41,86,59,46,30,80,72,88,10,10,10,10,10
17841,Edon Zhegrova,Gold Rare,N/A,239763,79,12,-1,-1,-1,5247105,0,0,0,26,36,0,0,0,3,2,90,79,90,84,66,65,63,74,54,78,20,75,77,82,78,87,69,74,36,70,76,32,78,70,21,18,62,82,51,10,10,10,10,10
17842,Moeka Minami,Gold Rare,N/A,247805,79,5,-1,-1,-1,99328,0,0,0,11,0,0,0,0,1,3,59,68,68,60,77,63,76,76,81,63,79,50,44,80,41,66,63,41,73,58,82,88,56,58,78,79,32,25,60,10,10,10,10,10
17843,Illia Zabarnyi,Gold Rare,N/A,258781,79,5,-1,-1,-1,607232,0,0,0,13,0,0,0,0,1,3,76,84,64,56,88,73,80,79,76,72,79,35,57,67,55,60,33,40,77,76,76,81,50,76,80,79,28,36,40,10,10,10,10,10
17844,Samuel Omorodion Aghehowa,Gold Non-rare,N/A,277581,79,25,-1,-1,-1,536870928,0,0,0,41,0,0,0,0,2,3,75,83,57,50,94,74,90,79,74,73,33,83,54,69,48,71,83,50,82,57,67,30,81,57,32,21,70,56,60,10,10,10,10,10
17845,Thilo Kehrer,Gold Non-rare,N/A,226229,79,5,-1,-1,-1,268435472,0,0,0,48,0,0,0,0,1,5,62,75,62,63,82,71,79,79,78,73,79,53,60,66,64,64,37,39,76,68,74,80,65,68,81,81,32,54,41,10,10,10,10,10
17846,Tierna Davidson,Gold Non-rare,N/A,244045,79,5,-1,-1,-1,0,0,0,0,48,0,0,0,0,1,4,62,64,58,55,80,71,78,78,77,82,81,48,62,71,54,61,36,65,75,73,75,85,70,73,84,79,36,55,41,10,10,10,10,10
17847,Francisco F. da Conceição,Gold Non-rare,N/A,261050,79,12,-1,-1,-1,34603009,0,0,0,26,33,37,0,0,3,2,88,87,93,90,54,69,40,79,49,72,31,76,71,83,74,85,68,58,36,69,77,34,72,69,41,37,71,77,59,10,10,10,10,10
17848,Olivia Smith,Gold Rare,N/A,276552,79,25,-1,-1,-1,1048577,0,0,0,43,26,0,0,0,3,4,81,77,76,75,84,64,72,79,47,75,14,80,65,83,58,85,80,55,72,70,77,21,78,70,21,17,68,67,75,10,10,10,10,10
17849,Abderrazak Hamdallah,Gold Non-rare,N/A,213761,79,25,-1,-1,-1,211,0,0,0,43,0,0,0,0,2,3,51,65,74,46,74,80,80,82,70,77,20,83,74,86,66,77,84,72,81,63,72,30,78,63,25,20,77,74,85,10,10,10,10,10
17850,Joe Gomez,Gold Non-rare,N/A,225100,79,5,-1,-1,-1,134217728,0,0,0,48,5,9,0,0,2,3,72,76,61,64,85,57,78,78,77,75,79,56,65,75,73,71,20,29,76,75,77,79,51,75,81,78,34,55,26,10,10,10,10,10
17851,Jess Carter,Gold Non-rare,N/A,265247,79,5,-1,-1,-1,402686976,0,0,0,13,4,0,0,0,1,3,56,60,50,78,75,75,81,80,76,61,83,50,55,75,68,58,43,45,67,72,77,86,50,72,86,74,45,51,56,10,10,10,10,10
17852,Katie Stengel,Gold Non-rare,N/A,226350,79,25,-1,-1,-1,18,0,0,0,41,0,0,0,0,2,3,73,71,50,70,88,66,82,79,60,63,21,79,65,78,39,77,84,56,79,58,77,38,79,58,22,24,72,48,78,10,10,10,10,10
17853,Toluwalase Arokodare,Gold Rare,N/A,258911,79,25,-1,-1,-1,536870996,0,0,0,44,0,0,0,0,1,3,71,79,41,36,91,71,91,72,64,65,18,76,52,79,35,75,85,55,78,52,75,22,79,52,35,21,72,57,66,10,10,10,10,10
17854,Gianluca Scamacca,Gold Non-rare,N/A,226710,79,25,-1,-1,-1,536870912,0,0,0,44,0,0,0,0,2,3,61,69,61,54,86,51,83,76,58,79,26,80,71,80,44,74,83,68,83,70,75,40,83,70,28,20,79,69,68,10,10,10,10,10
17855,Olivier Giroud,Gold Non-rare,N/A,178509,79,25,-1,-1,-1,537395344,0,0,0,41,0,0,0,0,2,3,45,51,55,53,84,61,88,84,76,84,42,86,78,80,64,71,80,65,86,64,75,37,83,64,37,20,85,73,88,10,10,10,10,10
17856,Sebastián Coates,Gold Rare,N/A,197655,79,5,-1,-1,-1,787456,0,0,0,13,0,0,0,0,1,3,61,59,37,31,80,75,91,70,80,77,79,49,60,65,20,64,55,19,79,71,70,81,50,71,82,80,48,39,69,10,10,10,10,10
17857,Arkadiusz Milik,Gold Non-rare,N/A,205175,79,25,-1,-1,-1,4,0,0,0,41,0,0,0,0,2,3,48,52,69,62,80,45,76,78,67,84,36,83,78,83,63,76,83,81,85,64,75,35,84,64,34,32,81,76,79,10,10,10,10,10
17858,Marcos Leonardo Santos Almeida,Gold Non-rare,N/A,277797,79,25,-1,-1,-1,130,0,0,0,44,33,0,0,0,3,4,76,79,77,72,87,75,75,80,34,70,26,84,65,76,56,75,83,49,79,57,69,22,78,57,17,20,73,65,75,10,10,10,10,10
17859,Rafaelle Leone Carvalho Souza,Gold Non-rare,N/A,227421,79,5,-1,-1,-1,81920,0,0,0,12,0,0,0,0,1,3,51,58,71,54,80,74,81,77,80,78,80,52,48,73,69,57,35,30,78,78,80,84,48,78,80,77,27,60,56,10,10,10,10,10
17860,Jarrad Branthwaite,Gold Non-rare,N/A,247649,79,5,-1,-1,-1,851968,0,0,0,13,0,0,0,0,1,5,65,75,34,43,78,72,82,79,75,76,78,43,52,69,34,57,35,24,80,69,78,81,59,69,81,82,34,29,33,10,10,10,10,10
17861,Kevin Danso,Gold Rare,N/A,237985,79,5,-1,-1,-1,268960768,0,0,0,13,0,0,0,0,1,3,65,79,53,46,89,66,90,77,85,72,77,43,52,68,44,59,26,31,81,62,69,77,49,62,80,76,31,46,42,10,10,10,10,10
17862,Alanna Kennedy,Gold Rare,N/A,227109,79,10,-1,-1,-1,786432,0,0,0,17,0,0,0,0,1,4,43,45,38,48,75,71,76,78,76,79,79,43,57,79,51,59,37,71,77,80,85,80,63,80,80,77,43,68,57,10,10,10,10,10
17863,Julie Pasquereau,Gold Non-rare,N/A,265893,79,5,-1,-1,-1,622592,0,0,0,13,0,0,0,0,1,3,39,66,31,44,79,71,88,76,75,72,76,47,53,69,47,58,33,39,80,83,81,80,53,83,83,79,35,50,40,10,10,10,10,10
17864,Philipp Lienhart,Gold Non-rare,N/A,231366,79,5,-1,-1,-1,1024,0,0,0,13,0,0,0,0,1,3,62,71,63,62,85,75,79,78,77,75,80,35,53,69,41,59,24,40,84,70,74,83,29,70,80,74,21,28,41,10,10,10,10,10
17865,Berat Djimsiti,Gold Non-rare,N/A,208165,79,5,-1,-1,-1,590848,0,0,0,48,0,0,0,0,1,3,63,65,40,51,84,77,79,79,80,74,80,55,56,67,53,41,36,30,81,68,71,84,52,68,81,77,32,42,38,10,10,10,10,10
17866,Vedat Muriqi,Gold Non-rare,N/A,223710,79,25,-1,-1,-1,536870932,0,0,0,41,0,0,0,0,2,3,34,63,36,33,82,71,91,82,74,75,18,80,66,81,35,75,82,58,88,64,77,23,82,64,25,22,71,58,81,10,10,10,10,10
17867,Alejandro Catena Marugán,Gold Non-rare,N/A,243976,79,5,-1,-1,-1,525312,0,0,0,13,0,0,0,0,1,3,64,64,58,52,84,78,77,76,78,71,78,33,55,71,39,35,38,31,82,81,80,79,52,81,80,79,29,42,44,10,10,10,10,10
17868,Nathan Collins,Gold Non-rare,N/A,248484,79,5,-1,-1,-1,753664,0,0,0,13,0,0,0,0,1,3,55,68,46,47,84,80,83,78,77,75,79,33,50,66,50,64,29,25,81,66,70,80,46,66,79,80,22,39,35,10,10,10,10,10
17869,Aldana Cometti,Gold Rare,N/A,246364,79,5,-1,-1,-1,475152,0,0,0,48,0,0,0,0,1,3,63,62,65,76,86,77,82,76,76,65,80,31,35,70,28,55,25,41,81,78,79,81,42,78,80,77,23,32,50,10,10,10,10,10
17870,Alana Cook,Gold Non-rare,N/A,264011,79,5,-1,-1,-1,268435456,0,0,0,48,0,0,0,0,1,3,37,43,33,67,76,64,84,78,83,72,81,43,62,68,41,58,34,40,78,70,72,87,58,70,80,77,37,45,41,10,10,10,10,10
17871,Katie Lind,Gold Non-rare,N/A,267289,79,5,-1,-1,-1,0,0,0,0,12,0,0,0,0,1,2,48,52,51,65,78,39,79,74,77,72,76,43,47,69,46,60,39,36,80,62,70,88,52,62,84,79,37,49,42,10,10,10,10,10
17872,Alexander Bah,Gold Rare,N/A,245235,78,3,-1,-1,-1,337793536,0,0,0,6,0,0,0,0,2,4,88,91,77,70,82,84,78,76,84,76,75,72,75,74,75,75,59,64,71,70,71,72,81,70,74,73,54,75,51,10,10,10,10,10
17873,Marcos Acuña,Gold Non-rare,N/A,224334,78,7,-1,-1,-1,335684612,0,0,0,10,29,0,0,0,2,3,79,74,80,87,88,80,81,77,73,77,74,80,78,82,84,81,63,74,75,72,75,65,74,72,74,73,66,85,75,10,10,10,10,10
17874,Nuno Albertino Varela Tavares,Gold Rare,N/A,251530,78,7,-1,-1,-1,170004480,0,0,0,10,0,0,0,0,2,4,87,89,79,63,82,81,77,75,73,75,65,76,62,79,86,83,61,66,58,67,73,69,83,67,76,74,51,79,42,10,10,10,10,10
17875,Ridle Baku,Gold Non-rare,N/A,240709,78,12,-1,-1,-1,2097152,0,0,0,124,124,6,35,0,2,4,85,78,84,85,74,76,74,75,74,76,75,76,75,78,75,82,71,48,49,70,75,72,77,70,74,74,63,79,60,10,10,10,10,10
17876,Lukáš Provod,Gold Non-rare,N/A,253727,78,18,-1,-1,-1,16777220,0,0,0,31,0,0,0,0,2,4,71,80,73,77,82,85,85,79,73,79,67,78,77,79,78,79,71,72,69,78,79,62,82,78,64,63,68,75,69,10,10,10,10,10
17877,Cameron Puertas,Gold Rare,N/A,256688,78,18,-1,-1,-1,2105352,0,0,0,33,21,0,0,0,3,4,75,73,77,74,69,80,73,74,80,75,70,73,84,80,80,81,73,82,47,73,79,72,78,73,74,67,65,74,77,10,10,10,10,10
17878,Kateřina Svitková,Gold Non-rare,N/A,265304,78,18,-1,-1,-1,1048580,0,0,0,31,0,0,0,0,3,5,72,75,78,72,77,80,63,78,68,65,75,76,75,84,79,85,80,69,73,72,76,68,79,72,73,67,70,86,72,10,10,10,10,10
17879,Elena Julve Pérez,Gold Rare,N/A,272163,78,23,-1,-1,-1,47321600,0,0,0,37,26,43,0,0,3,4,90,90,92,91,80,90,65,70,40,81,60,77,75,81,69,83,69,70,67,70,74,73,80,70,69,50,69,80,55,10,10,10,10,10
17880,Lewis Ferguson,Gold Rare,N/A,242280,78,14,-1,-1,-1,524288,0,0,0,22,16,33,0,0,2,4,72,72,78,73,81,77,70,72,85,75,74,84,76,81,67,78,78,67,76,76,79,67,78,76,76,68,76,69,80,10,10,10,10,10
17881,Nina Lührßen,Gold Non-rare,N/A,265121,78,7,-1,-1,-1,269488137,0,0,0,10,0,0,0,0,2,4,76,74,74,81,78,80,77,72,71,73,75,77,74,80,83,73,68,77,59,73,78,72,71,73,78,74,62,66,77,10,10,10,10,10
17882,Georginio Wijnaldum,Gold Non-rare,N/A,181291,78,18,-1,-1,-1,524304,0,0,0,33,18,42,0,0,2,4,67,67,80,87,81,76,74,81,75,80,77,81,77,82,70,77,70,68,77,75,82,75,73,75,77,68,67,77,74,10,10,10,10,10
17883,Mykola Shaparenko,Gold Non-rare,N/A,244374,78,14,-1,-1,-1,2097152,0,0,0,18,0,0,0,0,2,3,81,78,82,75,73,77,65,79,78,74,71,74,81,77,73,81,69,73,56,83,82,69,74,83,69,67,62,75,62,10,10,10,10,10
17884,Ellie Roebuck,Gold Non-rare,N/A,247796,78,0,-1,-1,-1,0,2,0,0,1,0,0,0,0,0,3,58,61,54,51,67,31,61,67,26,52,15,10,68,25,10,11,10,10,11,31,28,13,57,31,12,13,12,11,21,81,77,76,78,76
17885,Kenneth Taylor,Gold Rare,N/A,255009,78,14,-1,-1,-1,2816,0,0,0,22,33,0,0,0,2,5,78,69,77,76,68,83,70,78,73,78,69,80,77,79,76,78,79,71,60,78,80,69,76,78,67,66,65,75,74,10,10,10,10,10
17886,Luka Sučić,Gold Rare,N/A,258775,78,14,-1,-1,-1,1048836,0,0,0,21,33,0,0,0,3,3,80,73,73,65,78,77,72,76,65,77,73,78,78,79,75,79,73,74,62,78,80,65,84,78,70,67,72,77,65,10,10,10,10,10
17887,Hugo Larsson,Gold Rare,N/A,268896,78,14,-1,-1,-1,83954176,0,0,0,20,14,0,0,0,2,3,72,81,79,73,75,83,74,79,75,85,77,76,78,80,47,75,77,53,61,77,83,76,74,77,70,60,67,64,53,10,10,10,10,10
17888,Rosa Otermín Abella,Gold Non-rare,N/A,272053,78,7,-1,-1,-1,268472320,0,0,0,9,29,0,0,0,2,3,74,81,80,80,80,79,81,71,80,69,76,69,65,75,75,75,65,69,61,73,81,74,61,73,78,75,38,82,69,10,10,10,10,10
17889,Robert Lynch Sánchez,Gold Non-rare,N/A,228789,78,0,-1,-1,-1,0,6,0,0,45,0,0,0,0,0,4,55,65,45,35,75,40,77,74,35,55,15,12,55,45,13,20,12,13,15,50,52,20,56,50,17,15,12,13,17,79,77,75,79,77
17890,Gonzalo Montiel,Gold Rare,N/A,231340,78,3,-1,-1,-1,134483968,0,0,0,6,25,0,0,0,2,3,80,81,82,75,86,84,76,77,83,75,73,81,73,79,75,74,60,39,75,71,74,74,68,71,75,74,43,63,84,10,10,10,10,10
17891,Santiago Ascacíbar,Gold Rare,N/A,232244,78,10,-1,-1,-1,72089620,0,0,0,49,21,0,0,0,2,3,82,74,81,83,82,91,60,77,87,80,71,77,76,76,63,71,74,55,62,74,79,75,77,74,78,78,69,57,58,10,10,10,10,10
17892,Mahdi Camara,Gold Non-rare,N/A,243631,78,14,-1,-1,-1,0,0,0,0,22,33,0,0,0,2,2,68,78,75,71,76,81,74,79,76,77,80,76,78,78,63,77,69,47,69,79,81,76,70,79,79,76,54,67,55,10,10,10,10,10
17893,Leonardo Spinazzola,Gold Non-rare,N/A,202884,78,7,-1,-1,-1,2097152,0,0,0,10,30,0,0,0,3,4,84,86,76,66,78,67,64,74,71,75,77,76,74,78,79,78,60,45,68,69,76,75,71,69,78,74,64,66,59,10,10,10,10,10
17894,Johan Mojica,Gold Rare,N/A,214026,78,7,-1,-1,-1,35651584,0,0,0,10,29,0,0,0,2,2,86,90,69,58,80,63,69,74,77,70,75,71,65,75,77,75,62,64,65,72,77,73,80,72,77,75,43,74,60,10,10,10,10,10
17895,Igor Zubeldia Elorza,Gold Non-rare,N/A,233738,78,5,-1,-1,-1,269025280,0,0,0,13,0,0,0,0,1,3,73,78,73,74,85,77,81,79,85,73,80,63,72,72,65,71,62,65,73,76,78,79,75,76,77,75,47,73,51,10,10,10,10,10
17896,Bart Verbruggen,Gold Non-rare,N/A,258498,78,0,-1,-1,-1,0,2,0,0,45,0,0,0,0,0,4,57,55,52,45,73,30,72,76,17,35,19,4,43,23,10,15,8,15,15,35,40,12,57,35,17,14,6,11,21,79,76,76,81,75
17897,Mert Günok,Gold Rare,N/A,190113,78,0,-1,-1,-1,0,7,0,0,1,0,0,0,0,0,3,55,57,53,50,70,39,68,74,31,56,25,15,55,25,15,15,15,16,14,47,40,22,59,47,13,12,16,16,16,76,76,79,78,77
17898,Cristiano Biraghi,Gold Non-rare,N/A,201389,78,7,-1,-1,-1,134217736,0,0,0,10,0,0,0,0,2,3,73,71,71,70,75,76,66,77,75,82,77,73,72,78,85,76,58,88,70,75,77,78,82,75,76,74,54,82,75,10,10,10,10,10
17899,Luis Henrique Tomaz de Lima,Gold Non-rare,N/A,256632,78,12,-1,-1,-1,35651584,0,0,0,25,29,0,0,0,2,3,85,94,71,73,86,75,81,75,65,73,55,77,73,75,75,80,74,52,67,63,74,53,77,63,52,46,59,63,63,10,10,10,10,10
17900,Clara Pinedo Castresana,Gold Non-rare,N/A,272135,78,18,-1,-1,-1,1,0,0,0,33,18,30,0,0,2,3,83,81,78,83,72,77,60,77,72,62,59,72,75,80,73,77,80,70,55,74,80,69,72,74,65,50,64,71,73,10,10,10,10,10
17901,Mikel Jauregizar Alboniga,Gold Non-rare,N/A,279604,78,14,-1,-1,-1,67108864,0,0,0,19,15,0,0,0,2,4,74,69,78,83,68,81,71,76,77,79,75,75,78,79,64,78,68,66,48,78,79,75,75,78,77,66,53,72,55,10,10,10,10,10
17902,Mattia Perin,Gold Non-rare,N/A,198009,78,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,3,57,56,53,30,63,30,52,74,25,65,19,12,45,23,11,19,11,13,12,31,33,20,53,31,12,19,19,15,21,78,78,71,78,79
17903,Jens Stage,Gold Non-rare,N/A,232711,78,14,-1,-1,-1,67633200,0,0,0,18,14,0,0,0,2,3,67,60,69,73,86,82,78,79,78,77,75,77,76,80,68,76,74,56,83,77,79,72,77,77,76,70,70,62,60,10,10,10,10,10
17904,Matt O'Riley,Gold Non-rare,N/A,240734,78,18,-1,-1,-1,5505283,0,0,0,31,18,0,0,0,2,4,67,68,70,78,74,78,72,79,71,79,67,78,81,78,74,76,77,74,66,79,81,66,81,79,70,65,74,78,77,10,10,10,10,10
17905,Francisco L. Lima Silva Machado,Gold Non-rare,N/A,243686,78,14,-1,-1,-1,1049088,0,0,0,18,0,0,0,0,3,3,75,73,78,80,66,83,66,74,64,78,71,77,79,79,75,77,73,71,48,78,80,67,76,78,70,63,71,78,74,10,10,10,10,10
17906,Renan Augusto Lodi dos Santos,Gold Non-rare,N/A,251573,78,7,-1,-1,-1,0,0,0,0,10,0,0,0,0,3,3,74,75,79,77,75,81,65,75,73,74,72,76,75,77,82,76,69,57,69,74,77,71,75,74,74,77,59,81,55,10,10,10,10,10
17907,Grace Clinton,Gold Non-rare,N/A,265333,78,18,-1,-1,-1,524304,0,0,0,32,21,43,0,0,2,3,75,75,75,61,71,73,78,76,72,70,58,79,79,80,70,77,78,60,45,75,78,68,73,75,72,66,56,49,62,10,10,10,10,10
17908,Mitchell Weiser,Gold Non-rare,N/A,206591,78,3,-1,-1,-1,20480,0,0,0,5,25,0,0,0,3,4,78,78,84,82,75,92,64,80,66,76,75,76,78,80,76,83,65,52,66,69,77,67,60,69,72,72,62,69,58,10,10,10,10,10
17909,Marcelino Moreno,Gold Rare,N/A,235467,78,18,-1,-1,-1,34611648,0,0,0,33,30,43,0,0,4,2,91,90,86,90,72,79,63,69,64,77,57,75,79,78,67,82,76,78,49,73,76,51,73,73,53,50,57,77,65,10,10,10,10,10
17910,Silvia Lloris Nicolás,Gold Rare,N/A,272012,78,5,-1,-1,-1,65536,0,0,0,48,7,0,0,0,2,4,79,80,73,77,86,72,77,74,75,67,82,60,60,80,62,67,60,66,75,74,82,75,64,74,82,77,63,60,59,10,10,10,10,10
17911,Adam Marušić,Gold Non-rare,N/A,224031,78,3,-1,-1,-1,35651584,0,0,0,5,9,0,0,0,2,4,79,80,64,70,86,77,77,76,76,75,75,69,60,76,76,75,56,54,74,55,71,74,79,55,76,75,68,76,58,10,10,10,10,10
17912,Domilson Cordeiro dos Santos,Gold Non-rare,N/A,234112,78,3,-1,-1,-1,2248704,0,0,0,6,23,0,0,0,2,3,84,87,81,87,71,84,59,76,74,76,74,78,72,80,79,78,60,52,55,68,78,74,66,68,75,71,49,71,50,10,10,10,10,10
17913,Manuel Lazzari,Gold Non-rare,N/A,235374,78,3,-1,-1,-1,35655680,0,0,0,5,0,0,0,0,2,3,89,90,89,84,63,76,52,78,66,76,74,72,74,79,80,80,67,58,44,73,76,74,53,73,75,69,59,68,55,10,10,10,10,10
17914,Francisco Sampaio Moura,Gold Non-rare,N/A,251615,78,7,-1,-1,-1,67113984,0,0,0,10,29,0,0,0,2,2,79,77,72,69,78,81,70,75,73,73,75,74,75,77,79,76,67,60,67,72,76,73,70,72,76,74,45,72,50,10,10,10,10,10
17915,Alistair Johnston,Gold Rare,N/A,256107,78,3,-1,-1,-1,335691776,0,0,0,6,0,0,0,0,1,3,76,86,76,76,80,85,76,77,85,78,67,74,75,76,74,67,57,37,66,75,77,75,68,75,76,76,46,69,60,10,10,10,10,10
