playerid,firstname,surname,playerjerseyname,commonname,overallrating,gkglovetypecode,role5,role2,role1,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,curve,jerseystylecode,agility,tattooback,accessorycode4,gksavetype,positioning,tattooleftarm,hairtypecode,facepsdlayer0,standingtackle,preferredposition3,longpassing,penalties,animfreekickstartposcode,lipcolor,isretiring,longshots,gkdiving,icontrait2,interceptions,shoecolorcode2,crossing,potential,gkreflexes,finishingcode1,reactions,composure,skinsurfacepack,vision,contractvaliduntil,finishing,dribbling,slidingtackle,accessorycode3,preferredposition5,accessorycolourcode1,headtypecode,driref,sprintspeed,undershortstyle,height,hasseasonaljersey,tattoohead,preferredposition2,strength,shoetypecode,birthdate,preferredposition1,tattooleftleg,skinmakeup,ballcontrol,phypos,shotpower,trait1,socklengthcode,weight,hashighqualityhead,eyedetail,tattoorightarm,icontrait1,balance,gender,headassetid,gkkicking,defspe,internationalrep,preferredposition6,shortpassing,freekickaccuracy,skillmoves,faceposerpreset,usercaneditname,avatarpomid,finishingcode2,aggression,acceleration,paskic,headingaccuracy,iscustomized,preferredposition7,runningcode2,modifier,gkhandling,eyecolorcode,jerseysleevelengthcode,sockstylecode,accessorycolourcode3,accessorycode1,playerjointeamdate,headclasscode,tattoofront,nationality,preferredfoot,sideburnscode,weakfootabilitytypecode,jumping,personality,gkkickstyle,stamina,firstnameid,accessorycolourcode4,gkpositioning,headvariation,skillmoveslikelihood,trait2,shohan,skintonecode,shortstyle,role3,smallsidedshoetypecode,emotion,runstylecode,facepsdlayer1,muscularitycode,skincomplexion,jerseyfit,accessorycode2,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,animpenaltiesstartposcode,pacdiv,defensiveawareness,runningcode1,preferredposition4,volleys,accessorycolourcode2,tattoorightleg,facialhaircolorcode,lastnameid,playerjerseynameid,commonnameid,role4
72108,,,,,53,0,0,0,18,2150301,0,0,0,50,1,61,0,0,0,49,0,179,0,48,-1,53,48,0,0,0,41,13,0,47,31,44,67,14,0,53,52,223101,51,2028,42,55,49,0,-1,0,2007,56,64,0,170,3,0,10,50,119,155249,14,0,0,57,52,49,0,0,63,0,2,0,0,61,0,72108,5,47,1,-1,56,43,1,0,0,0,0,56,64,51,42,0,-1,0,0,14,8,0,1,0,0,161267,1,0,25,1,0,2,44,3,0,54,24225,0,8,0,1,0,44,2,0,0,503,3,0,0,0,2,0,0,0,30,0,7,0,64,47,0,-1,41,0,0,21,5507,5507,0,0
72114,,,,,60,0,0,0,18,2010501,0,2,0,40,1,57,0,0,0,57,0,510,0,58,-1,63,42,0,0,0,58,5,0,56,31,40,68,9,0,57,40,123101,58,2026,61,60,50,0,-1,0,9018,60,61,0,170,3,0,10,60,431,155260,14,0,0,62,59,52,0,0,65,0,2,0,0,70,1,72114,8,50,1,-1,61,40,1,0,0,0,0,53,65,54,44,0,-1,0,0,14,3,0,1,0,0,161837,1,0,14,1,0,3,54,3,0,63,10633,0,12,0,1,0,56,1,0,0,502,3,0,0,0,1,0,0,0,30,0,8,0,63,41,0,-1,36,0,0,21,17850,17850,0,0
72152,,,,,62,0,0,0,18,2180102,0,0,0,42,1,61,0,0,0,61,0,612,0,62,-1,62,41,0,0,0,49,6,0,63,31,61,69,14,0,59,60,123101,62,2026,50,58,51,0,-1,0,9529,62,67,0,167,3,0,10,62,73,153136,14,0,0,68,55,61,0,0,57,0,2,0,0,61,1,72152,12,59,1,-1,72,45,1,0,0,0,0,49,66,63,49,0,-1,0,0,15,9,0,1,0,0,161698,1,0,45,1,0,2,59,4,0,45,6420,0,8,0,1,0,52,3,0,0,502,2,0,0,0,3,0,0,0,30,0,8,0,67,59,0,-1,52,0,0,3,44070,6420,44071,0
72222,,,,,55,0,0,21,31,10000,0,3,0,42,1,55,0,0,0,58,0,915,0,55,-1,55,41,0,0,0,45,13,0,61,31,51,60,6,0,62,57,123101,51,2026,41,51,41,0,-1,0,7037,56,54,0,158,3,0,14,49,34,152428,18,0,0,62,49,51,0,1,54,0,2,0,0,51,1,72222,8,53,1,-1,61,43,1,0,0,0,0,49,52,54,42,0,-1,0,0,11,9,0,1,0,0,159966,1,0,45,1,0,2,38,4,0,51,44073,0,14,0,1,0,45,3,0,0,501,3,0,0,0,3,0,0,0,30,0,8,0,53,52,0,-1,41,0,0,3,44074,44076,44075,0
72290,,,,,68,0,0,0,35,2080203,0,0,0,41,1,75,0,0,0,65,0,722,0,27,-1,61,51,0,0,0,60,14,0,22,31,66,76,14,0,66,60,123101,66,2027,65,67,25,0,-1,0,7010,68,77,0,156,3,0,12,58,41,154461,23,0,0,68,57,65,0,2,57,0,6,0,0,66,1,72290,9,27,1,-1,72,45,2,0,0,0,0,51,74,65,54,0,-1,0,0,8,9,3,1,0,9,161830,1,0,61,1,0,2,65,3,0,60,44078,0,10,0,1,0,63,3,0,0,502,2,0,0,0,3,0,0,0,30,0,8,0,76,21,0,-1,51,0,0,0,44079,44080,0,0
72400,,,,,64,0,0,0,7,2290401,0,19,38,60,1,60,0,0,0,56,0,192,0,60,-1,58,44,0,0,0,44,8,0,58,31,61,67,13,0,60,57,220001,52,2029,42,62,59,0,-1,0,2015,61,73,0,186,0,0,-1,62,361,152381,7,0,0,60,66,58,0,1,75,0,2,0,0,55,0,72400,12,59,1,-1,58,44,1,0,0,0,0,63,66,57,59,0,-1,0,2,13,1,0,1,0,24,161761,1,0,24,2,0,3,66,4,0,76,44082,0,10,0,1,0,47,1,0,0,503,3,0,0,0,1,0,25,0,30,0,5,0,70,60,0,-1,52,0,0,20,34012,34012,0,0
72557,,,,,70,0,0,31,18,60401,0,4,16,65,1,63,0,0,0,62,0,672,0,66,10,70,52,0,0,0,64,5,0,66,31,63,75,14,0,69,66,223101,71,2029,65,69,65,0,-1,0,2019,68,67,0,184,3,0,18,64,77,153299,14,0,0,71,67,64,0,2,78,0,2,0,0,61,0,72557,5,65,1,-1,72,55,2,0,0,0,0,66,62,69,59,0,-1,0,0,6,2,0,1,0,0,161758,1,0,43,1,0,3,66,2,0,75,36591,0,10,0,2,0,63,2,0,14,503,3,0,0,0,2,0,0,0,30,0,1,0,65,65,0,-1,58,0,0,3,44086,44086,0,0
72603,,,,,55,0,0,0,14,2150201,0,6,0,35,1,53,0,0,0,39,0,69,0,57,-1,54,39,0,0,0,32,7,0,50,31,42,75,7,0,50,41,223101,47,2026,37,48,55,0,-1,0,4003,51,60,0,188,3,0,14,54,108,154952,10,0,0,55,55,30,0,1,73,0,2,0,0,57,0,72603,7,52,1,-1,56,36,1,0,0,0,0,55,59,49,48,0,-1,0,1,10,3,3,1,0,0,161821,1,0,36,1,0,2,49,4,0,58,44090,0,13,0,1,0,34,2,0,0,501,3,0,0,0,2,0,0,0,30,0,4,0,60,49,0,-1,30,0,0,6,44091,44091,0,0
72706,,,,,55,0,0,26,41,50502,0,6,0,35,1,64,0,0,0,47,0,536,0,15,16,34,64,0,0,0,50,6,0,17,31,27,69,7,0,50,47,122101,45,2026,60,47,18,0,-1,0,9502,50,56,0,178,0,0,12,56,381,154162,25,0,0,52,48,59,0,0,65,0,2,0,0,34,1,72706,14,20,1,-1,55,32,1,0,0,0,0,32,62,42,65,0,-1,0,0,14,2,0,1,0,0,161408,1,0,45,1,0,2,64,4,0,43,16385,0,9,0,1,0,57,2,0,30,501,3,0,0,0,1,0,0,0,30,0,1,0,59,11,0,23,45,0,0,21,44092,16385,44093,0
72793,,,,,70,142,0,0,1,120000,0,4,0,12,1,29,0,0,0,8,0,279,3,10,-1,22,12,0,0,0,6,66,0,10,31,14,74,69,0,67,32,122101,38,2028,8,14,14,0,-1,0,9529,69,30,0,168,3,0,-1,31,125,152307,0,0,0,19,73,52,0,0,62,1,2,0,0,42,1,72793,69,29,1,-1,17,13,0,0,0,0,0,18,29,69,11,0,-1,0,1,71,5,3,1,0,0,161396,0,0,17,1,0,2,40,2,0,27,25166,0,73,0,0,0,71,2,0,0,502,3,0,0,0,1,0,0,0,30,0,9,0,66,5,0,-1,6,0,0,6,23121,23121,0,0
72814,,,,,59,0,0,5,24,60301,0,3,0,40,1,61,0,0,0,63,0,539,0,58,-1,59,31,0,0,0,31,5,0,54,31,56,76,13,0,54,42,123101,43,2026,39,55,56,0,-1,0,5500,58,66,0,165,3,0,3,50,363,154212,12,0,1,64,51,41,0,1,55,0,5,0,0,54,1,72814,13,55,1,-1,64,30,1,0,0,0,0,49,65,55,58,0,-1,0,1,12,4,0,1,0,0,161147,1,0,45,1,0,2,58,2,0,54,29019,0,5,0,1,0,38,2,0,0,501,2,0,0,0,3,0,0,0,30,0,8,0,66,51,0,-1,32,0,0,3,44096,44097,44097,0
72925,,,,,51,0,0,0,38,60201,0,0,0,45,1,60,0,0,0,46,0,237,0,22,-1,33,48,0,0,0,42,13,0,17,31,44,57,12,0,40,48,223101,41,2026,50,58,21,0,-1,0,1002,55,68,0,171,3,0,16,34,117,152791,27,0,0,52,33,66,0,1,66,0,2,0,0,58,0,72925,7,21,1,-1,45,55,1,0,0,0,0,30,65,43,42,0,-1,0,0,13,9,0,1,0,0,161834,1,0,159,2,0,2,33,4,0,33,44099,0,13,0,1,0,51,5,0,0,503,3,0,0,0,4,2,0,0,30,0,2,0,67,16,0,-1,48,0,0,0,19923,19923,0,0
72989,,,,,50,140,0,0,1,60101,0,18,236,23,1,42,0,0,0,4,0,1073,0,14,-1,30,34,0,0,0,25,49,0,8,31,25,59,51,0,50,39,223101,40,2028,14,11,15,0,-1,0,29,51,43,0,189,3,0,-1,50,378,154306,0,0,0,22,48,35,0,0,85,0,2,0,0,45,0,72989,47,41,1,-1,34,33,0,0,0,0,0,30,40,47,15,0,-1,0,1,49,6,0,1,0,0,160973,1,0,25,1,0,2,48,4,0,38,19502,0,48,0,0,0,49,1,0,0,501,3,0,0,0,1,0,0,0,30,0,5,0,49,8,0,-1,20,0,0,26,24489,24489,0,0
73253,,,,,58,52,0,0,1,2290401,0,20,0,11,1,34,0,0,0,8,0,55,0,12,-1,20,19,0,0,0,5,59,0,9,31,13,77,58,0,55,28,223101,32,2031,6,11,14,0,-1,0,2,58,23,0,200,3,0,-1,59,380,154687,0,0,0,19,57,44,0,0,98,0,2,0,0,27,0,73253,58,25,1,-1,24,10,0,0,0,0,0,23,26,58,12,0,-1,0,1,57,2,0,1,0,0,161701,1,0,95,1,0,3,50,4,1,22,18226,0,57,0,0,1,57,2,0,0,501,3,0,0,0,2,0,0,0,30,0,4,0,59,5,0,-1,8,0,0,3,44108,44108,0,0
73280,,,,,48,0,0,0,41,60101,0,21,251,40,1,57,0,0,0,41,0,144,0,11,-1,25,61,0,0,0,49,11,0,13,31,30,53,5,0,45,45,223101,42,2028,52,45,17,0,-1,0,1002,46,67,0,175,3,0,-1,41,378,152892,25,0,0,41,42,51,0,1,66,0,2,0,0,70,0,73280,12,19,1,-1,40,36,2,0,0,0,0,31,69,36,54,0,-1,0,0,7,9,3,1,0,0,161834,1,0,159,1,0,3,45,4,0,53,44109,0,12,0,1,0,50,4,0,0,501,2,0,0,0,4,2,0,0,30,0,1,0,68,20,0,-1,35,0,0,21,9107,9107,0,0
73281,,,,,49,0,0,0,18,60101,0,0,0,32,1,58,0,0,0,45,0,671,0,53,-1,50,44,0,0,0,29,8,0,49,15,39,64,11,0,53,41,221001,52,2028,34,42,54,0,-1,0,545,48,59,0,174,3,0,10,40,1,154751,14,0,0,49,45,45,0,0,66,0,2,0,0,75,0,73281,13,49,1,-1,53,40,2,0,0,0,0,60,57,48,41,0,-1,0,0,12,9,0,1,0,0,161834,1,0,159,1,0,3,31,2,0,46,44110,0,7,0,1,0,36,4,0,0,502,2,0,0,0,4,2,0,0,25,0,1,0,58,45,0,-1,34,0,0,21,44111,44111,0,0
73393,,,,,58,0,0,12,11,2190401,0,3,238,29,1,47,0,0,0,21,0,298,0,57,-1,38,38,0,0,0,30,14,0,55,31,25,65,5,0,50,43,224001,35,2026,21,28,52,0,-1,0,1,40,57,0,197,3,0,-1,70,73,153861,5,0,0,53,65,45,0,1,89,0,0,0,0,48,0,73393,13,57,1,-1,52,28,1,0,0,0,0,63,52,39,65,0,-1,0,0,9,9,0,1,0,0,161698,1,0,39,1,0,2,66,4,0,58,41182,0,8,0,1,0,29,3,0,0,502,3,0,0,0,3,2,0,0,30,0,5,0,55,56,0,-1,27,0,0,3,44114,44115,0,0
73543,,,,,48,4,0,0,1,60101,0,0,260,14,1,34,0,0,0,5,0,291,0,13,-1,17,17,0,0,0,7,48,0,9,31,13,57,45,0,44,25,223101,25,2027,8,5,11,0,-1,0,1021,45,20,0,189,3,0,-1,55,361,154099,0,0,0,14,50,34,0,0,75,0,2,0,0,52,0,73543,45,20,1,-1,17,12,0,0,0,0,0,23,20,45,11,0,-1,0,1,47,9,3,1,0,0,161720,1,0,159,1,0,2,44,4,3,21,18730,0,50,0,0,0,47,4,0,0,501,2,0,0,0,4,2,0,0,30,0,4,0,48,5,0,-1,8,0,0,0,163,18727,18731,0
73613,,,,,60,0,0,0,11,10401,0,21,0,46,1,44,0,0,0,38,0,680,0,64,-1,51,46,0,0,0,37,7,0,58,31,49,74,5,0,57,56,220001,47,2028,34,51,61,0,-1,0,1021,52,61,0,187,3,0,-1,68,125,153958,5,0,0,54,61,52,0,2,78,0,1,0,0,49,0,73613,10,60,1,-1,56,31,1,0,0,0,0,60,51,50,59,0,-1,0,0,8,9,0,1,0,0,161760,1,0,18,2,0,2,62,4,0,48,37896,0,15,0,1,0,39,9,0,0,502,3,0,0,0,9,0,0,0,30,0,4,0,57,56,0,-1,41,0,0,21,44125,44125,0,0
73685,,,,,53,0,0,0,7,60101,0,0,0,36,1,75,0,0,0,45,0,227,0,49,-1,45,41,0,0,0,37,11,0,48,31,40,63,7,0,56,42,223101,46,2028,32,49,42,0,-1,0,558,52,67,0,182,3,0,-1,73,106,154218,7,0,0,46,68,50,0,1,72,0,2,0,0,68,0,73685,9,45,1,-1,51,39,1,0,0,0,0,51,74,46,46,0,-1,0,2,5,9,0,1,0,0,161354,1,0,167,2,0,3,68,3,0,72,33380,0,9,0,1,0,38,4,0,0,502,3,0,0,0,4,2,0,0,30,0,1,0,70,41,0,-1,38,0,0,0,19553,33391,44126,0
73880,,,,,55,0,0,0,11,30401,1,3,287,31,1,55,0,0,0,28,0,446,0,56,-1,42,36,0,0,0,26,8,0,53,31,31,70,10,0,51,41,220001,34,2027,27,27,54,0,-1,0,531,35,61,0,192,3,0,-1,66,29,154215,5,0,0,34,63,38,0,0,83,0,2,0,0,57,0,73880,14,54,1,-1,47,32,1,0,0,0,0,62,60,39,54,0,-1,0,0,11,9,0,1,0,0,161760,1,0,13,1,0,2,61,4,0,57,4195,0,8,0,1,0,29,6,0,0,503,3,0,0,0,4,0,0,0,30,0,5,0,61,54,0,-1,26,0,0,3,7479,7479,0,0
73944,,,,,52,0,0,0,41,2320401,5,20,0,43,1,67,0,0,0,50,0,1083,0,38,-1,39,46,0,0,0,45,12,0,33,31,38,64,13,0,52,48,223101,49,2026,53,47,35,0,-1,0,2014,52,70,0,178,3,0,7,46,326,154455,25,0,0,52,50,54,0,0,71,0,2,0,0,63,0,73944,10,37,1,-1,45,27,1,0,0,0,0,46,71,43,46,0,-1,0,0,8,2,0,1,0,0,161333,1,0,14,2,0,3,49,4,0,60,17050,0,6,0,1,0,51,1,0,0,500,3,0,0,0,1,0,0,0,30,0,1,0,70,36,0,-1,45,0,0,3,44128,44128,0,0
73987,,,,,54,59,0,0,1,60201,0,5,0,12,1,36,0,0,0,5,0,155,0,14,-1,27,11,0,0,0,5,55,0,8,31,11,64,54,0,51,29,223101,25,2026,6,13,13,0,-1,0,2019,54,28,0,191,3,0,-1,44,361,153270,0,0,0,17,53,39,0,0,81,0,2,0,0,26,0,73987,52,24,1,-1,27,11,0,0,0,0,0,18,22,52,12,0,-1,0,1,52,1,3,1,0,0,161348,1,0,14,1,0,2,35,4,1,26,16876,0,53,0,0,0,52,2,0,0,503,3,0,0,0,2,0,0,0,30,0,5,0,55,8,0,-1,6,0,0,5,3752,3752,0,0
74148,,,,,51,0,0,0,11,10000,0,2,28,26,1,49,0,0,0,25,0,95,0,52,-1,29,36,0,0,0,21,11,0,52,31,25,59,6,0,48,37,223101,29,2026,22,23,50,0,-1,0,4020,31,64,0,183,0,0,-1,70,173,154338,5,0,0,30,62,38,0,0,79,0,0,0,0,53,0,74148,10,51,1,-1,42,20,1,0,0,0,0,45,55,32,48,0,-1,0,0,13,1,0,1,0,0,161698,1,0,14,1,0,2,56,4,0,59,32504,0,12,0,1,0,26,1,0,0,503,3,0,0,0,1,0,0,0,30,0,2,0,60,50,0,-1,25,0,0,2,13112,13112,0,0
74253,,,,,53,0,0,0,14,60101,0,0,259,49,1,64,0,0,0,47,0,154,0,50,-1,55,46,0,0,0,45,5,0,49,3,43,69,11,0,50,51,223101,49,2026,38,51,49,0,-1,0,2002,54,62,0,175,3,0,14,49,1,154522,10,0,0,52,55,55,0,0,71,0,2,0,0,75,0,74253,14,50,1,-1,55,46,1,0,0,0,0,59,66,51,48,0,-1,0,1,6,6,0,1,0,0,161782,1,0,32,1,0,3,47,2,0,64,22230,0,11,0,1,0,44,2,0,0,501,3,0,0,0,2,0,0,0,15,0,1,0,64,50,0,-1,38,0,0,0,33176,33176,0,0
74302,,,,,56,0,0,0,11,60101,0,6,0,27,1,47,0,0,0,32,0,85,0,56,-1,42,37,0,0,0,17,12,0,56,31,31,68,5,0,55,46,223101,31,2028,23,47,57,0,-1,0,17,50,56,0,183,3,0,-1,56,248,154263,5,0,0,52,57,38,0,2,72,0,2,0,0,62,0,74302,12,56,1,-1,53,22,1,0,0,0,0,56,59,40,56,0,-1,0,0,5,1,0,1,0,0,161370,1,0,36,1,0,3,59,3,0,61,1446,0,6,0,1,0,26,2,0,0,503,3,0,0,0,2,0,0,0,30,0,1,0,57,54,0,-1,22,0,0,6,44137,44137,0,0
74323,,,,,56,0,0,0,7,60101,0,20,0,50,1,67,0,0,0,44,0,1083,0,51,-1,49,41,0,0,0,42,15,0,51,31,55,69,8,0,56,46,223101,44,2027,40,55,50,0,-1,0,42,56,64,0,176,0,0,-1,53,86,154238,7,0,0,53,54,45,0,0,65,0,2,0,0,73,0,74323,7,49,1,-1,54,40,1,0,0,0,0,56,69,51,42,0,-1,0,2,6,9,0,1,0,0,161333,1,0,14,2,0,3,57,2,0,54,13058,0,10,0,1,0,42,2,0,0,501,2,0,0,0,2,2,0,0,30,0,2,0,66,49,0,-1,40,0,0,0,24474,24474,0,0
74347,,,,,61,0,0,0,41,60101,0,2,0,58,1,63,0,0,0,57,0,1065,0,21,-1,49,68,0,0,0,57,13,0,18,31,37,73,15,0,58,59,223101,47,2026,62,52,17,0,-1,0,2005,56,67,0,186,3,0,-1,62,57,154309,25,0,0,59,53,70,0,0,80,0,2,0,0,59,0,74347,14,24,1,-1,60,46,1,0,0,0,0,32,70,50,65,0,-1,0,0,6,3,0,1,0,0,161372,1,0,34,1,0,4,70,4,0,47,27173,0,7,0,1,0,62,1,0,0,501,3,0,0,0,1,0,0,0,30,0,5,0,68,21,0,-1,56,0,0,4,44140,44140,0,0
74362,,,,,56,0,0,33,18,240000,0,20,0,51,1,75,0,0,0,53,0,289,0,52,10,56,43,0,0,0,52,8,0,50,31,49,74,8,0,56,55,223101,59,2027,54,59,51,0,-1,0,2019,61,69,0,176,3,0,18,48,96,155406,14,0,0,57,49,52,0,1,68,0,1,0,0,76,0,74362,15,49,1,-1,59,46,1,0,0,0,0,46,68,56,40,0,-1,0,0,10,3,0,1,0,0,161333,1,0,14,1,0,3,43,3,0,54,21425,0,8,0,1,0,52,2,0,0,501,3,0,0,0,3,0,0,0,30,0,2,0,69,48,0,-1,48,0,0,20,44142,44142,0,0
74430,,,,,59,0,0,13,12,60101,0,21,208,31,1,52,0,0,0,31,0,299,0,60,10,40,40,0,0,0,28,12,0,54,31,33,71,12,0,56,52,220101,49,2027,23,50,59,0,-1,0,1036,50,69,0,182,3,0,7,71,29,154092,5,0,0,47,65,46,0,2,78,0,2,0,0,55,0,74430,11,57,1,-1,52,35,1,0,0,0,0,55,61,44,60,0,-1,0,0,7,9,0,1,0,0,160602,1,0,14,2,0,3,71,2,0,59,14791,0,11,0,1,0,30,9,0,8,503,3,0,0,0,8,0,0,0,30,0,1,0,65,55,0,-1,30,0,0,21,2500,2500,0,0
74441,,,,,62,0,0,0,7,60101,0,6,0,59,1,61,0,0,0,52,0,130,0,63,-1,56,41,0,0,0,40,7,0,61,31,60,72,9,0,60,49,223101,45,2026,32,63,62,0,-1,0,2004,59,69,0,179,3,0,-1,55,172,153736,7,0,0,55,56,40,0,2,68,0,2,0,0,57,0,74441,12,58,1,-1,53,44,1,0,0,0,0,50,63,53,46,0,-1,0,2,5,2,0,1,0,0,161699,1,0,45,2,0,3,54,2,0,62,30926,0,9,0,1,0,37,2,0,0,503,3,0,0,0,2,0,0,0,30,0,1,0,66,52,0,-1,33,0,0,6,44146,44148,44147,0
74472,,,,,60,0,0,0,11,2150301,0,0,29,38,1,54,0,0,0,27,0,548,0,67,-1,37,37,0,0,0,18,14,0,53,31,36,74,9,0,54,52,220101,36,2028,21,54,58,0,-1,0,1035,55,66,0,182,3,0,3,70,378,154628,5,0,0,58,64,42,0,0,72,0,2,0,0,61,0,74472,10,59,1,-1,53,25,1,0,0,0,0,56,61,42,61,0,-1,0,0,12,9,0,1,0,0,161828,1,0,18,1,0,3,69,2,0,58,20600,0,5,0,1,0,26,10,0,0,501,3,0,0,0,9,2,0,0,30,0,2,0,64,56,0,-1,22,0,0,0,29148,29148,0,0
74481,,,,,60,0,0,0,7,2150301,0,21,38,60,1,75,0,0,0,54,0,117,0,57,16,55,40,0,0,0,44,11,0,60,31,61,80,9,0,47,49,224001,58,2029,38,60,53,0,-1,0,1,61,71,0,172,3,0,14,47,29,155149,7,0,0,58,52,48,0,1,57,0,2,0,0,77,0,74481,11,54,1,-1,58,37,1,0,0,0,0,58,77,57,43,0,-1,0,2,5,4,0,1,0,0,161714,1,0,18,2,0,3,51,4,0,58,44149,0,9,0,1,0,42,4,0,0,503,3,0,0,0,4,0,0,0,30,0,2,0,74,52,0,-1,27,0,0,0,44150,44150,0,0
74562,,,,,59,0,0,0,11,60101,0,5,0,35,1,45,0,0,0,25,0,1061,0,62,-1,53,35,0,0,0,24,7,0,59,31,34,78,7,0,55,49,223101,39,2026,24,34,59,0,-1,0,17,44,54,0,186,3,0,-1,60,159,155034,5,0,0,54,59,51,0,1,79,0,2,0,0,50,0,74562,14,60,1,-1,53,27,1,0,0,0,0,55,52,44,60,0,-1,0,0,13,10,0,1,0,0,161856,1,0,21,1,0,3,62,4,0,58,36396,0,8,0,1,0,30,2,0,0,501,3,0,0,0,2,0,0,0,30,0,4,0,53,59,0,-1,30,0,0,5,44151,44151,0,0
74594,,,,,58,31,0,0,1,60201,0,0,287,15,1,41,0,0,0,4,0,1068,0,11,-1,21,16,0,0,0,7,58,0,7,31,12,71,56,0,48,39,223101,36,2026,6,10,14,0,-1,0,2027,56,29,0,184,3,0,-1,64,361,154042,0,0,0,14,61,40,0,2,76,0,2,0,0,58,0,74594,53,28,1,-1,29,12,0,0,0,0,0,25,28,53,13,0,-1,0,1,61,5,3,1,0,0,161333,1,0,45,1,0,2,54,4,1,26,23733,0,61,0,0,0,61,2,0,0,503,3,0,0,0,2,0,0,0,30,0,1,0,58,10,0,-1,6,0,0,0,44154,44155,44155,0
74702,,,,,48,0,0,0,18,10102,0,0,36,35,1,50,0,0,0,45,0,1285,0,42,-1,49,34,0,0,0,36,8,0,46,31,30,63,12,0,46,42,221102,41,2028,37,48,46,0,-1,0,606,50,56,0,180,3,0,10,47,49,154530,14,0,0,52,49,52,0,1,70,0,2,0,0,60,0,74702,15,43,1,-1,52,36,1,0,0,0,0,50,52,43,42,0,-1,0,0,6,9,0,1,0,0,161752,1,0,183,1,0,3,34,4,0,56,24643,0,10,0,1,0,40,5,0,0,503,3,0,0,0,4,0,0,0,30,0,1,0,54,42,0,-1,37,0,0,0,44162,44162,0,0
74717,,,,,62,38,0,0,1,2150301,0,3,0,14,1,28,0,0,0,7,0,1070,0,14,-1,21,16,0,0,0,7,63,0,13,31,15,79,63,0,63,28,223101,35,2028,9,14,12,0,-1,0,2015,63,30,0,189,3,0,-1,44,29,155049,0,0,0,19,57,45,0,0,81,0,2,0,0,33,0,74717,60,24,1,-1,19,13,0,0,0,0,0,28,20,60,11,0,-1,0,1,60,2,3,1,0,0,161698,1,0,45,1,0,3,38,4,0,23,23481,0,57,0,0,0,60,2,0,0,503,3,0,0,0,1,0,0,0,30,0,5,0,63,11,0,-1,9,0,0,3,44168,44170,44169,0
74724,,,,,56,0,0,0,14,10000,0,0,0,40,1,52,0,0,0,40,0,1061,0,56,-1,56,45,0,0,0,45,13,0,51,31,38,71,12,0,51,45,223101,45,2027,40,56,51,0,-1,0,521,56,56,0,183,3,0,14,51,72,155227,10,0,0,59,55,50,0,1,70,0,0,0,0,54,0,74724,11,54,1,-1,59,39,1,0,0,0,0,59,58,50,50,0,-1,0,1,12,3,0,1,0,0,161698,1,0,27,1,0,2,51,2,0,59,44171,0,10,0,1,0,43,4,0,0,501,3,0,0,0,1,1,0,0,30,0,1,0,57,56,0,-1,33,0,0,0,44172,44172,0,0
74833,,,,,55,0,0,0,35,10000,0,21,0,50,1,66,0,0,0,49,0,1285,0,25,-1,35,48,0,0,0,55,11,0,28,31,47,65,11,0,48,43,223101,54,2026,60,56,24,0,-1,0,2503,58,67,0,170,3,0,12,42,30,153859,23,0,0,58,46,65,0,2,58,0,2,0,0,79,0,74833,8,27,1,-1,46,45,1,0,0,0,0,42,62,46,52,0,-1,0,0,11,3,0,1,0,0,161720,1,0,52,2,0,2,44,3,0,57,24267,0,14,0,1,0,59,3,0,0,501,3,0,0,0,2,0,0,0,30,0,7,0,65,22,0,-1,56,0,0,21,44175,44175,0,0
74926,,,,,62,0,0,0,11,2150000,0,0,0,30,0,56,0,0,0,27,0,1082,0,67,-1,42,45,0,0,0,25,10,0,60,31,29,76,6,0,60,51,220101,30,2027,24,36,65,0,-1,1,1037,45,68,0,191,3,0,-1,69,90,154703,5,0,0,51,66,45,0,0,74,0,2,0,0,50,0,74926,15,63,1,-1,56,35,1,0,0,0,0,58,65,41,61,0,-1,0,0,10,9,0,1,0,16,161698,1,0,27,1,0,3,70,3,0,66,10228,0,9,0,1,0,30,10,0,0,502,2,0,0,0,1,0,0,0,30,0,4,0,67,60,0,-1,29,0,0,0,20097,20097,0,0
74975,,,,,50,0,0,0,11,60201,0,0,0,29,1,41,0,0,0,21,0,549,0,52,-1,37,26,0,0,0,17,10,0,53,31,25,65,8,0,44,37,223101,32,2028,19,35,48,0,-1,0,1008,38,56,0,185,3,0,-1,55,105,154696,5,0,0,37,51,31,0,0,72,0,2,0,0,60,0,74975,8,51,1,-1,41,27,1,0,0,0,0,46,53,34,52,0,-1,0,0,11,3,0,1,0,0,161705,1,0,183,1,0,3,52,4,0,48,39399,0,8,0,1,0,22,7,0,0,502,3,0,0,0,7,2,0,0,30,0,5,0,55,50,0,-1,28,0,0,0,1111,1111,0,0
75008,,,,,57,31,0,0,1,120000,0,21,0,13,1,35,0,0,0,7,0,503,0,12,-1,23,15,0,2,0,5,59,0,6,31,10,71,55,0,50,26,123101,27,2027,7,5,12,0,-1,0,7036,55,15,0,178,1,0,-1,40,145,155323,0,0,0,13,55,43,0,2,69,0,2,0,0,55,1,75008,57,23,1,-1,18,13,0,0,0,0,0,18,28,57,11,0,-1,0,1,57,9,1,1,0,0,161844,1,0,45,1,0,2,37,4,0,22,2268,0,55,0,0,0,57,1,0,0,501,3,0,0,0,1,0,0,0,30,0,1,0,59,7,0,-1,7,0,0,21,44176,40811,44177,0
